trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20100831,2219,002466.SZ,76.0,85.16,75.01,83.05,30.0,53.05,176.83,169166.84,1321063.0544
20100901,2218,002466.SZ,80.8,86.9,77.55,81.61,83.05,-1.44,-1.73,110634.49,912557.1073
20100902,2217,002466.SZ,79.0,82.38,77.77,80.5,81.61,-1.11,-1.36,62247.4,498720.1774
20100903,2216,002466.SZ,80.0,88.55,79.0,88.55,80.5,8.05,10.0,52579.4,453861.4883
20100906,2215,002466.SZ,92.0,93.77,81.75,83.7,88.55,-4.85,-5.48,84703.02,739078.9184
20100907,2214,002466.SZ,83.01,87.77,83.01,85.43,83.7,1.73,2.07,51546.65,443838.4994
20100908,2213,002466.SZ,84.0,86.22,80.8,83.53,85.43,-1.9,-2.22,45643.08,379581.8143
20100909,2212,002466.SZ,84.0,84.99,81.3,81.44,83.53,-2.09,-2.5,39273.19,323128.3453
20100910,2211,002466.SZ,80.45,81.42,76.19,77.05,81.44,-4.39,-5.39,45251.2,354730.0855
20100913,2210,002466.SZ,76.34,79.0,73.37,78.4,77.05,1.35,1.75,38752.26,293410.2148
20100914,2209,002466.SZ,77.0,79.2,76.5,76.8,78.4,-1.6,-2.04,27335.55,212698.4767
20100915,2208,002466.SZ,75.99,75.99,71.18,71.47,76.8,-5.33,-6.94,32751.48,239950.2598
20100916,2207,002466.SZ,70.92,73.59,70.9,72.17,71.47,0.7,0.98,19180.43,138525.4107
20100917,2206,002466.SZ,72.3,72.95,66.68,67.3,72.17,-4.87,-6.75,24442.36,167505.0018
20100920,2205,002466.SZ,67.1,68.19,63.88,65.82,67.3,-1.48,-2.2,22841.53,150907.7011
20100921,2204,002466.SZ,65.48,65.5,62.5,62.74,65.82,-3.08,-4.68,17671.58,112403.9051
20100927,2203,002466.SZ,62.74,66.25,62.7,65.88,62.74,3.14,5.0,19917.82,129101.8678
20100928,2202,002466.SZ,65.78,67.47,64.09,66.02,65.88,0.14,0.21,21855.03,143984.9573
20100929,2201,002466.SZ,65.56,72.26,65.08,68.92,66.02,2.9,4.39,32533.42,224960.0529
20100930,2200,002466.SZ,68.0,70.45,67.3,69.1,68.92,0.18,0.26,17791.94,122711.2945
20101008,2199,002466.SZ,70.87,72.9,69.5,70.4,69.1,1.3,1.88,22840.01,162358.5146
20101011,2198,002466.SZ,70.29,71.88,68.33,68.85,70.4,-1.55,-2.2,22593.26,156755.7131
20101012,2197,002466.SZ,68.29,69.7,67.61,68.98,68.85,0.13,0.19,15879.66,109197.7605
20101013,2196,002466.SZ,68.49,69.29,65.55,67.9,68.98,-1.08,-1.57,23925.25,161269.7719
20101014,2195,002466.SZ,67.98,67.98,64.18,64.39,67.9,-3.51,-5.17,18322.43,121092.7271
20101015,2194,002466.SZ,63.8,68.88,63.3,67.0,64.39,2.61,4.05,24062.97,161770.9484
20101018,2193,002466.SZ,67.0,67.0,63.82,64.0,67.0,-3.0,-4.48,16989.68,109521.8522
20101019,2192,002466.SZ,64.21,67.03,64.21,66.72,64.0,2.72,4.25,15262.43,100959.4834
20101020,2191,002466.SZ,65.0,69.7,64.64,68.7,66.72,1.98,2.97,24442.87,167437.7907
20101021,2190,002466.SZ,68.11,69.25,67.1,67.76,68.7,-0.94,-1.37,15036.44,102362.1912
20101022,2189,002466.SZ,67.7,69.5,67.11,68.89,67.76,1.13,1.67,18988.4,130483.8276
20101025,2188,002466.SZ,68.9,70.54,68.9,70.17,68.89,1.28,1.86,21492.21,150474.9323
20101026,2187,002466.SZ,70.68,72.99,69.13,72.1,70.17,1.93,2.75,28737.79,206408.6323
20101027,2186,002466.SZ,71.71,71.75,68.13,69.91,72.1,-2.19,-3.04,27395.35,191530.587
20101028,2185,002466.SZ,69.0,70.18,68.51,68.9,69.91,-1.01,-1.44,10221.19,70752.9351
20101029,2184,002466.SZ,68.81,69.9,68.59,69.4,68.9,0.5,0.73,9913.05,68749.5237
20101101,2183,002466.SZ,69.4,72.8,69.16,71.72,69.4,2.32,3.34,21503.89,153692.9275
20101102,2182,002466.SZ,71.99,72.56,70.16,70.16,71.72,-1.56,-2.18,23647.71,168234.419
20101103,2181,002466.SZ,69.5,70.0,66.29,66.29,70.16,-3.87,-5.52,19840.88,134075.6822
20101104,2180,002466.SZ,66.4,67.25,65.8,66.9,66.29,0.61,0.92,11991.96,79826.9061
20101105,2179,002466.SZ,67.88,68.25,67.0,67.45,66.9,0.55,0.82,12894.4,87352.1094
20101108,2178,002466.SZ,67.5,69.2,67.0,68.9,67.45,1.45,2.15,13527.88,92679.3311
20101109,2177,002466.SZ,69.5,69.91,68.6,69.44,68.9,0.54,0.78,11866.65,82201.3533
20101110,2176,002466.SZ,69.3,70.88,68.5,70.85,69.44,1.41,2.03,16528.31,115931.0778
20101111,2175,002466.SZ,70.8,70.99,69.5,69.5,70.85,-1.35,-1.91,17122.83,120511.1322
20101112,2174,002466.SZ,69.4,69.4,62.56,63.2,69.5,-6.3,-9.06,23439.9,155003.9476
20101115,2173,002466.SZ,63.15,64.8,63.15,64.69,63.2,1.49,2.36,10320.35,66027.2371
20101116,2172,002466.SZ,64.71,66.39,62.78,63.75,64.69,-0.94,-1.45,11188.18,72200.8135
20101117,2171,002466.SZ,63.69,64.69,62.52,62.88,63.75,-0.87,-1.36,7220.45,45960.9761
20101118,2170,002466.SZ,63.85,65.36,63.75,64.6,62.88,1.72,2.74,8210.65,52871.2385
20101119,2169,002466.SZ,65.36,65.67,64.45,65.59,64.6,0.99,1.53,8866.93,57661.3311
20101122,2168,002466.SZ,65.18,66.79,64.8,66.03,65.59,0.44,0.67,10010.59,66132.0906
20101124,2167,002466.SZ,65.0,67.12,64.33,66.94,66.03,0.91,1.38,12599.82,83465.2237
20101125,2166,002466.SZ,66.95,67.97,66.12,66.64,66.94,-0.3,-0.45,9306.28,62260.7054
20101126,2165,002466.SZ,66.6,66.6,64.88,65.1,66.64,-1.54,-2.31,8184.86,53402.5691
20101129,2164,002466.SZ,65.65,66.6,65.02,65.83,65.1,0.73,1.12,8298.75,54774.5454
20101130,2163,002466.SZ,65.1,65.49,62.8,63.95,65.83,-1.88,-2.86,9018.16,57774.7157
20101201,2162,002466.SZ,63.15,63.15,59.98,60.7,63.95,-3.25,-5.08,30559.4,185006.0612
20101202,2161,002466.SZ,61.17,62.0,60.3,61.49,60.7,0.79,1.3,17898.54,109477.5225
20101203,2160,002466.SZ,61.25,61.54,60.0,60.61,61.49,-0.88,-1.43,11702.02,70776.0671
20101206,2159,002466.SZ,60.81,61.06,58.68,59.08,60.61,-1.53,-2.52,13042.71,77582.5462
20101207,2158,002466.SZ,59.08,59.49,57.08,59.2,59.08,0.12,0.2,11290.32,65548.136
20101208,2157,002466.SZ,58.6,60.4,58.51,59.48,59.2,0.28,0.47,12763.08,76063.4623
20101209,2156,002466.SZ,59.0,60.98,58.76,60.07,59.48,0.59,0.99,11146.09,67121.6276
20101210,2155,002466.SZ,59.77,60.19,58.05,59.52,60.07,-0.55,-0.92,10044.71,59362.6969
20101213,2154,002466.SZ,58.1,60.7,58.1,60.49,59.52,0.97,1.63,12957.62,77908.689
