trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20131219,1581,600023.SH,8.5,9.39,8.36,8.88,5.53,3.35,60.58,2774659.11,2439180.46
20131220,1580,600023.SH,8.0,8.17,7.99,7.99,8.88,-0.89,-10.02,331145.84,265410.796
20131223,1579,600023.SH,7.19,7.82,7.19,7.4,7.99,-0.59,-7.38,1514652.65,1115784.581
20131224,1578,600023.SH,7.29,7.59,7.12,7.53,7.4,0.13,1.76,1207822.81,888552.189
20131225,1577,600023.SH,7.37,7.56,7.28,7.34,7.53,-0.19,-2.52,842498.35,621184.023
20131226,1576,600023.SH,7.25,7.48,7.11,7.21,7.34,-0.13,-1.77,702193.64,511828.952
20131227,1575,600023.SH,7.14,7.43,7.11,7.28,7.21,0.07,0.97,668386.96,487258.478
20131230,1574,600023.SH,7.31,7.35,6.88,6.92,7.28,-0.36,-4.95,858976.75,610047.832
20131231,1573,600023.SH,6.8,6.88,6.65,6.76,6.92,-0.16,-2.31,616967.43,417556.716
20140102,1572,600023.SH,6.75,6.9,6.74,6.82,6.76,0.06,0.89,445451.95,303900.509
20140103,1571,600023.SH,6.78,6.82,6.54,6.73,6.82,-0.09,-1.32,606903.5,404486.071
20140106,1570,600023.SH,6.69,6.96,6.66,6.77,6.73,0.04,0.59,569596.61,388626.469
20140107,1569,600023.SH,6.73,6.76,6.58,6.68,6.77,-0.09,-1.33,313350.26,208980.863
20140108,1568,600023.SH,6.65,6.91,6.62,6.74,6.68,0.06,0.9,469374.32,318113.658
20140109,1567,600023.SH,6.68,6.76,6.48,6.53,6.74,-0.21,-3.12,430980.91,286285.043
20140110,1566,600023.SH,6.49,6.58,6.33,6.4,6.53,-0.13,-1.99,393363.63,253386.486
20140113,1565,600023.SH,6.41,6.46,6.07,6.11,6.4,-0.29,-4.53,423987.94,264653.381
20140114,1564,600023.SH,6.09,6.17,6.01,6.14,6.11,0.03,0.49,338162.01,206293.89
20140115,1563,600023.SH,6.15,6.15,6.01,6.05,6.14,-0.09,-1.47,291268.95,176566.111
20140116,1562,600023.SH,6.06,6.66,6.04,6.46,6.05,0.41,6.78,932880.84,602315.891
20140117,1561,600023.SH,6.33,6.41,6.12,6.15,6.46,-0.31,-4.8,525635.16,328968.98
20140120,1560,600023.SH,6.09,6.24,6.06,6.14,6.15,-0.01,-0.16,231580.26,142312.321
20140121,1559,600023.SH,6.11,6.39,6.11,6.26,6.14,0.12,1.95,367661.76,229930.169
20140122,1558,600023.SH,6.2,6.47,6.18,6.4,6.26,0.14,2.24,470709.5,299584.7
20140123,1557,600023.SH,6.37,6.38,6.25,6.29,6.4,-0.11,-1.72,371079.05,233897.289
20140124,1556,600023.SH,6.27,6.44,6.24,6.37,6.29,0.08,1.27,400576.69,254663.757
20140127,1555,600023.SH,6.31,6.34,6.13,6.16,6.37,-0.21,-3.3,358131.51,222293.807
20140128,1554,600023.SH,6.24,6.57,6.19,6.38,6.16,0.22,3.57,595110.11,381003.996
20140129,1553,600023.SH,6.33,6.4,6.24,6.31,6.38,-0.07,-1.1,335056.42,210961.077
20140130,1552,600023.SH,6.29,6.29,6.16,6.2,6.31,-0.11,-1.74,171365.56,106500.13
20140207,1551,600023.SH,6.15,6.2,6.06,6.2,6.2,0.0,0.0,174308.11,107062.46
20140210,1550,600023.SH,6.23,6.37,6.18,6.35,6.2,0.15,2.42,347015.38,218850.995
20140211,1549,600023.SH,6.34,6.44,6.25,6.37,6.35,0.02,0.32,470893.28,298304.548
20140212,1548,600023.SH,6.37,6.57,6.31,6.49,6.37,0.12,1.88,551372.11,355374.683
20140213,1547,600023.SH,6.42,6.48,6.28,6.29,6.49,-0.2,-3.08,392245.78,250329.068
20140214,1546,600023.SH,6.29,6.39,6.26,6.37,6.29,0.08,1.27,237356.26,150594.633
20140217,1545,600023.SH,6.43,6.65,6.41,6.61,6.37,0.24,3.77,551637.91,360441.82
20140218,1544,600023.SH,6.6,6.96,6.49,6.78,6.61,0.17,2.57,888341.49,600852.614
20140219,1543,600023.SH,6.7,6.87,6.6,6.7,6.78,-0.08,-1.18,491070.24,331159.635
20140220,1542,600023.SH,6.69,6.95,6.68,6.74,6.7,0.04,0.6,509190.39,347240.4
20140221,1541,600023.SH,6.72,6.72,6.5,6.57,6.74,-0.17,-2.52,369881.96,243527.379
20140224,1540,600023.SH,6.53,6.56,6.37,6.45,6.57,-0.12,-1.83,230481.44,148419.51
20140225,1539,600023.SH,6.47,6.55,6.11,6.21,6.45,-0.24,-3.72,300862.38,191814.867
20140226,1538,600023.SH,6.2,6.24,6.1,6.23,6.21,0.02,0.32,194466.52,120024.334
20140227,1537,600023.SH,6.23,6.57,6.16,6.48,6.23,0.25,4.01,433772.45,277191.431
20140228,1536,600023.SH,6.41,6.56,6.38,6.54,6.48,0.06,0.93,319183.21,206698.773
20140303,1535,600023.SH,6.51,6.74,6.48,6.57,6.54,0.03,0.46,337580.39,222993.608
20140304,1534,600023.SH,6.52,6.63,6.41,6.53,6.57,-0.04,-0.61,246880.24,160800.268
20140305,1533,600023.SH,6.55,6.69,6.44,6.59,6.53,0.06,0.92,323693.63,212516.053
20140306,1532,600023.SH,6.54,6.58,6.46,6.52,6.59,-0.07,-1.06,202957.22,132294.327
20140307,1531,600023.SH,6.52,6.59,6.3,6.33,6.52,-0.19,-2.91,227429.79,146613.598
20140310,1530,600023.SH,6.25,6.25,6.09,6.1,6.33,-0.23,-3.63,209409.18,129136.596
20140311,1529,600023.SH,6.05,6.17,6.01,6.14,6.1,0.04,0.66,138935.54,84728.488
20140312,1528,600023.SH,6.17,6.17,6.04,6.12,6.14,-0.02,-0.33,116036.16,70773.995
20140313,1527,600023.SH,6.13,6.27,6.13,6.22,6.12,0.1,1.63,166496.36,103436.643
20140314,1526,600023.SH,6.16,6.18,6.1,6.13,6.22,-0.09,-1.45,98659.21,60517.879
20140317,1525,600023.SH,6.13,6.18,6.11,6.18,6.13,0.05,0.82,95433.64,58707.533
20140318,1524,600023.SH,6.18,6.3,6.16,6.24,6.18,0.06,0.97,162652.09,101359.213
20140319,1523,600023.SH,6.23,6.24,6.13,6.19,6.24,-0.05,-0.8,117221.43,72457.194
20140320,1522,600023.SH,6.19,6.21,6.03,6.04,6.19,-0.15,-2.42,151862.49,92927.85
20140321,1521,600023.SH,6.02,6.21,6.0,6.19,6.04,0.15,2.48,155852.77,95519.232
